FID IID SEX AFF PC1 PC2 Population
HG02536 HG02536 0 1 0.0267 0.0010 ACB
HG02537 HG02537 0 1 0.0334 -0.0041 ACB
HG02541 HG02541 0 1 0.0272 0.0004 ACB
HG02545 HG02545 0 1 0.0312 -0.0027 ACB
HG02546 HG02546 0 1 0.0321 -0.0032 ACB
HG02549 HG02549 0 1 0.0340 -0.0038 ACB
HG02554 HG02554 0 1 0.0306 -0.0022 ACB
HG02555 HG02555 0 1 0.0307 -0.0023 ACB
HG02557 HG02557 0 1 0.0331 -0.0034 ACB
HG02558 HG02558 0 1 0.0307 -0.0027 ACB
HG02561 HG02561 0 1 0.0340 -0.0047 GWD
HG02562 HG02562 0 1 0.0347 -0.0051 GWD
HG02568 HG02568 0 1 0.0342 -0.0046 GWD
HG02570 HG02570 0 1 0.0350 -0.0052 GWD
HG02571 HG02571 0 1 0.0350 -0.0051 GWD
HG02573 HG02573 0 1 0.0350 -0.0047 GWD
HG02574 HG02574 0 1 0.0340 -0.0038 GWD
HG02577 HG02577 0 1 0.0259 0.0018 ACB
HG02580 HG02580 0 1 0.0291 -0.0013 ACB
HG02582 HG02582 0 1 0.0351 -0.0050 GWD
HG02583 HG02583 0 1 0.0356 -0.0049 GWD
HG02585 HG02585 0 1 0.0355 -0.0046 GWD
HG02586 HG02586 0 1 0.0344 -0.0050 GWD
HG02588 HG02588 0 1 0.0348 -0.0047 GWD
HG02589 HG02589 0 1 0.0347 -0.0050 GWD
HG02594 HG02594 0 1 0.0349 -0.0050 GWD
HG02595 HG02595 0 1 0.0352 -0.0047 GWD
HG02597 HG02597 0 1 -0.0102 0.0146 PJL
HG02600 HG02600 0 1 -0.0104 0.0089 PJL
HG02601 HG02601 0 1 -0.0100 0.0097 PJL
HG02603 HG02603 0 1 -0.0098 0.0128 PJL
HG02610 HG02610 0 1 0.0349 -0.0043 GWD
HG02611 HG02611 0 1 0.0353 -0.0052 GWD
HG02613 HG02613 0 1 0.0338 -0.0040 GWD
HG02614 HG02614 0 1 0.0334 -0.0034 GWD
HG02620 HG02620 0 1 0.0351 -0.0059 GWD
HG02621 HG02621 0 1 0.0350 -0.0051 GWD
HG02623 HG02623 0 1 0.0352 -0.0050 GWD
HG02628 HG02628 0 1 0.0350 -0.0057 GWD
HG02629 HG02629 0 1 0.0349 -0.0049 GWD
HG02634 HG02634 0 1 0.0350 -0.0042 GWD
HG02635 HG02635 0 1 0.0347 -0.0050 GWD
HG02642 HG02642 0 1 0.0345 -0.0048 GWD
HG02643 HG02643 0 1 0.0347 -0.0046 GWD
HG02645 HG02645 0 1 0.0347 -0.0050 GWD
HG02646 HG02646 0 1 0.0351 -0.0051 GWD
HG02648 HG02648 0 1 -0.0098 0.0134 PJL
HG02651 HG02651 0 1 -0.0104 0.0118 PJL
HG02652 HG02652 0 1 -0.0101 0.0120 PJL
HG02654 HG02654 0 1 -0.0101 0.0140 PJL
HG02657 HG02657 0 1 -0.0104 0.0099 PJL
HG02660 HG02660 0 1 -0.0109 0.0115 PJL
HG02661 HG02661 0 1 -0.0104 0.0104 PJL
HG02666 HG02666 0 1 0.0350 -0.0050 GWD
HG02675 HG02675 0 1 0.0350 -0.0045 GWD
HG02676 HG02676 0 1 0.0341 -0.0045 GWD
HG02678 HG02678 0 1 0.0344 -0.0045 GWD
HG02679 HG02679 0 1 0.0350 -0.0048 GWD
HG02681 HG02681 0 1 -0.0104 0.0131 PJL
HG02685 HG02685 0 1 -0.0103 0.0083 PJL
HG02687 HG02687 0 1 -0.0104 0.0068 PJL
HG02688 HG02688 0 1 -0.0108 0.0070 PJL
HG02691 HG02691 0 1 -0.0103 0.0134 PJL
HG02696 HG02696 0 1 -0.0107 0.0099 PJL
HG02697 HG02697 0 1 -0.0102 0.0128 PJL
HG02700 HG02700 0 1 -0.0106 0.0122 PJL
HG02702 HG02702 0 1 0.0339 -0.0048 GWD
HG02703 HG02703 0 1 0.0353 -0.0055 GWD
HG02715 HG02715 0 1 0.0348 -0.0053 GWD
HG02716 HG02716 0 1 0.0349 -0.0054 GWD
HG02721 HG02721 0 1 0.0348 -0.0047 GWD
HG02722 HG02722 0 1 0.0351 -0.0050 GWD
HG02724 HG02724 0 1 -0.0108 0.0058 PJL
HG02725 HG02725 0 1 -0.0106 0.0058 PJL
HG02727 HG02727 0 1 -0.0102 0.0060 PJL
HG02728 HG02728 0 1 -0.0105 0.0058 PJL
HG02731 HG02731 0 1 -0.0100 0.0109 PJL
HG02733 HG02733 0 1 -0.0097 0.0125 PJL
HG02736 HG02736 0 1 -0.0102 0.0121 PJL
HG02737 HG02737 0 1 -0.0103 0.0129 PJL
HG02756 HG02756 0 1 0.0351 -0.0046 GWD
HG02757 HG02757 0 1 0.0348 -0.0048 GWD
HG02760 HG02760 0 1 0.0349 -0.0050 GWD
HG02768 HG02768 0 1 0.0351 -0.0051 GWD
HG02769 HG02769 0 1 0.0347 -0.0051 GWD
HG02771 HG02771 0 1 0.0352 -0.0052 GWD
HG02772 HG02772 0 1 0.0352 -0.0057 GWD
HG02774 HG02774 0 1 -0.0102 0.0086 PJL
HG02775 HG02775 0 1 -0.0106 0.0072 PJL
HG02778 HG02778 0 1 -0.0105 0.0065 PJL
HG02783 HG02783 0 1 -0.0104 0.0065 PJL
HG02784 HG02784 0 1 -0.0105 0.0075 PJL
HG02786 HG02786 0 1 -0.0104 0.0062 PJL
HG02787 HG02787 0 1 -0.0107 0.0065 PJL
HG02789 HG02789 0 1 -0.0102 0.0065 PJL
HG02790 HG02790 0 1 -0.0108 0.0061 PJL
HG02792 HG02792 0 1 -0.0106 0.0063 PJL
HG02793 HG02793 0 1 -0.0103 0.0067 PJL
HG02798 HG02798 0 1 0.0353 -0.0051 GWD
HG02799 HG02799 0 1 0.0347 -0.0047 GWD
HG02804 HG02804 0 1 0.0354 -0.0056 GWD
HG02805 HG02805 0 1 0.0357 -0.0056 GWD
HG02807 HG02807 0 1 0.0342 -0.0044 GWD
HG02808 HG02808 0 1 0.0346 -0.0045 GWD
HG02811 HG02811 0 1 0.0352 -0.0053 GWD
HG02813 HG02813 0 1 0.0351 -0.0050 GWD
HG02814 HG02814 0 1 0.0350 -0.0053 GWD
HG02816 HG02816 0 1 0.0350 -0.0050 GWD
HG02817 HG02817 0 1 0.0342 -0.0045 GWD
HG02819 HG02819 0 1 0.0356 -0.0053 GWD
HG02820 HG02820 0 1 0.0355 -0.0055 GWD
HG02836 HG02836 0 1 0.0347 -0.0051 GWD
HG02839 HG02839 0 1 0.0351 -0.0049 GWD
HG02840 HG02840 0 1 0.0344 -0.0043 GWD
HG02851 HG02851 0 1 0.0352 -0.0050 GWD
HG02852 HG02852 0 1 0.0349 -0.0045 GWD
HG02854 HG02854 0 1 0.0352 -0.0049 GWD
HG02855 HG02855 0 1 0.0343 -0.0052 GWD
HG02860 HG02860 0 1 0.0347 -0.0053 GWD
HG02861 HG02861 0 1 0.0346 -0.0049 GWD
HG02870 HG02870 0 1 0.0349 -0.0049 GWD
HG02878 HG02878 0 1 0.0346 -0.0057 GWD
HG02879 HG02879 0 1 0.0347 -0.0050 GWD
HG02881 HG02881 0 1 0.0353 -0.0055 GWD
HG02882 HG02882 0 1 0.0350 -0.0051 GWD
HG02884 HG02884 0 1 0.0350 -0.0048 GWD
HG02885 HG02885 0 1 0.0344 -0.0051 GWD
HG02887 HG02887 0 1 0.0355 -0.0055 GWD
HG02888 HG02888 0 1 0.0348 -0.0048 GWD
HG02890 HG02890 0 1 0.0344 -0.0050 GWD
HG02891 HG02891 0 1 0.0349 -0.0050 GWD
HG02895 HG02895 0 1 0.0352 -0.0057 GWD
HG02896 HG02896 0 1 0.0350 -0.0053 GWD
HG02922 HG02922 0 1 0.0362 -0.0056 ESN
HG02923 HG02923 0 1 0.0359 -0.0054 ESN
HG02938 HG02938 0 1 0.0358 -0.0054 ESN
HG02941 HG02941 0 1 0.0360 -0.0059 ESN
HG02943 HG02943 0 1 0.0358 -0.0055 ESN
HG02944 HG02944 0 1 0.0361 -0.0052 ESN
HG02946 HG02946 0 1 0.0360 -0.0056 ESN
HG02947 HG02947 0 1 0.0363 -0.0059 ESN
HG02952 HG02952 0 1 0.0361 -0.0055 ESN
HG02953 HG02953 0 1 0.0358 -0.0057 ESN
HG02968 HG02968 0 1 0.0360 -0.0054 ESN
HG02970 HG02970 0 1 0.0361 -0.0058 ESN
HG02971 HG02971 0 1 0.0363 -0.0051 ESN
HG02973 HG02973 0 1 0.0361 -0.0055 ESN
HG02974 HG02974 0 1 0.0361 -0.0055 ESN
HG02976 HG02976 0 1 0.0358 -0.0059 ESN
HG02977 HG02977 0 1 0.0357 -0.0056 ESN
HG02979 HG02979 0 1 0.0360 -0.0053 ESN
HG02981 HG02981 0 1 0.0359 -0.0054 ESN
HG02982 HG02982 0 1 0.0349 -0.0051 GWD
HG02983 HG02983 0 1 0.0347 -0.0046 GWD
HG03006 HG03006 0 1 -0.0111 0.0034 BEB
HG03007 HG03007 0 1 -0.0108 0.0033 BEB
HG03009 HG03009 0 1 -0.0112 0.0032 BEB
HG03012 HG03012 0 1 -0.0108 0.0018 BEB
HG03015 HG03015 0 1 -0.0110 0.0066 PJL
HG03016 HG03016 0 1 -0.0102 0.0071 PJL
HG03018 HG03018 0 1 -0.0102 0.0073 PJL
HG03019 HG03019 0 1 -0.0101 0.0063 PJL
HG03021 HG03021 0 1 -0.0105 0.0065 PJL
HG03024 HG03024 0 1 0.0349 -0.0048 GWD
HG03025 HG03025 0 1 0.0355 -0.0056 GWD
HG03027 HG03027 0 1 0.0351 -0.0049 GWD
HG03028 HG03028 0 1 0.0349 -0.0053 GWD
HG03039 HG03039 0 1 0.0355 -0.0053 GWD
HG03040 HG03040 0 1 0.0353 -0.0051 GWD
HG03045 HG03045 0 1 0.0343 -0.0055 GWD
HG03046 HG03046 0 1 0.0343 -0.0049 GWD
HG03048 HG03048 0 1 0.0349 -0.0051 GWD
HG03049 HG03049 0 1 0.0352 -0.0048 GWD
HG03052 HG03052 0 1 0.0361 -0.0054 MSL
HG03054 HG03054 0 1 0.0360 -0.0060 MSL
HG03055 HG03055 0 1 0.0357 -0.0050 MSL
HG03057 HG03057 0 1 0.0359 -0.0056 MSL
HG03058 HG03058 0 1 0.0356 -0.0054 MSL
HG03060 HG03060 0 1 0.0358 -0.0054 MSL
HG03061 HG03061 0 1 0.0361 -0.0052 MSL
HG03063 HG03063 0 1 0.0357 -0.0060 MSL
HG03064 HG03064 0 1 0.0359 -0.0058 MSL
HG03066 HG03066 0 1 0.0359 -0.0055 MSL
HG03069 HG03069 0 1 0.0360 -0.0057 MSL
HG03072 HG03072 0 1 0.0359 -0.0057 MSL
HG03073 HG03073 0 1 0.0355 -0.0053 MSL
HG03074 HG03074 0 1 0.0361 -0.0054 MSL
HG03077 HG03077 0 1 0.0360 -0.0056 MSL
HG03078 HG03078 0 1 0.0360 -0.0054 MSL
HG03079 HG03079 0 1 0.0358 -0.0057 MSL
HG03081 HG03081 0 1 0.0361 -0.0056 MSL
HG03082 HG03082 0 1 0.0359 -0.0053 MSL
HG03084 HG03084 0 1 0.0355 -0.0057 MSL
HG03085 HG03085 0 1 0.0359 -0.0060 MSL
HG03086 HG03086 0 1 0.0357 -0.0054 MSL
HG03088 HG03088 0 1 0.0353 -0.0051 MSL
HG03091 HG03091 0 1 0.0360 -0.0051 MSL
HG03095 HG03095 0 1 0.0358 -0.0057 MSL
HG03096 HG03096 0 1 0.0357 -0.0055 MSL
HG03099 HG03099 0 1 0.0364 -0.0057 ESN
HG03100 HG03100 0 1 0.0357 -0.0056 ESN
HG03103 HG03103 0 1 0.0359 -0.0061 ESN
HG03105 HG03105 0 1 0.0362 -0.0057 ESN
HG03108 HG03108 0 1 0.0362 -0.0055 ESN
HG03109 HG03109 0 1 0.0359 -0.0056 ESN
HG03111 HG03111 0 1 0.0360 -0.0060 ESN
HG03112 HG03112 0 1 0.0362 -0.0056 ESN
HG03114 HG03114 0 1 0.0360 -0.0057 ESN
HG03115 HG03115 0 1 0.0362 -0.0058 ESN
HG03117 HG03117 0 1 0.0362 -0.0055 ESN
HG03118 HG03118 0 1 0.0362 -0.0051 ESN
HG03120 HG03120 0 1 0.0361 -0.0052 ESN
HG03121 HG03121 0 1 0.0364 -0.0062 ESN
HG03123 HG03123 0 1 0.0362 -0.0060 ESN
HG03124 HG03124 0 1 0.0363 -0.0058 ESN
HG03126 HG03126 0 1 0.0361 -0.0054 ESN
HG03127 HG03127 0 1 0.0360 -0.0060 ESN
HG03129 HG03129 0 1 0.0362 -0.0057 ESN
HG03130 HG03130 0 1 0.0358 -0.0063 ESN
HG03132 HG03132 0 1 0.0362 -0.0056 ESN
HG03133 HG03133 0 1 0.0357 -0.0058 ESN
HG03135 HG03135 0 1 0.0362 -0.0061 ESN
HG03136 HG03136 0 1 0.0360 -0.0055 ESN
HG03139 HG03139 0 1 0.0359 -0.0057 ESN
HG03157 HG03157 0 1 0.0362 -0.0056 ESN
HG03159 HG03159 0 1 0.0364 -0.0061 ESN
HG03160 HG03160 0 1 0.0360 -0.0061 ESN
HG03162 HG03162 0 1 0.0361 -0.0055 ESN
HG03163 HG03163 0 1 0.0360 -0.0054 ESN
HG03166 HG03166 0 1 0.0364 -0.0058 ESN
HG03168 HG03168 0 1 0.0358 -0.0056 ESN
HG03169 HG03169 0 1 0.0360 -0.0060 ESN
HG03172 HG03172 0 1 0.0360 -0.0055 ESN
HG03175 HG03175 0 1 0.0363 -0.0058 ESN
HG03189 HG03189 0 1 0.0360 -0.0059 ESN
HG03190 HG03190 0 1 0.0358 -0.0058 ESN
HG03193 HG03193 0 1 0.0355 -0.0063 ESN
HG03195 HG03195 0 1 0.0361 -0.0058 ESN
HG03196 HG03196 0 1 0.0359 -0.0053 ESN
HG03198 HG03198 0 1 0.0357 -0.0053 ESN
HG03199 HG03199 0 1 0.0365 -0.0047 ESN
HG03202 HG03202 0 1 0.0356 -0.0065 ESN
HG03209 HG03209 0 1 0.0359 -0.0059 MSL
HG03212 HG03212 0 1 0.0359 -0.0058 MSL
HG03224 HG03224 0 1 0.0355 -0.0054 MSL
HG03225 HG03225 0 1 0.0364 -0.0050 MSL
HG03228 HG03228 0 1 -0.0105 0.0067 PJL
HG03229 HG03229 0 1 -0.0103 0.0083 PJL
HG03234 HG03234 0 1 -0.0100 0.0125 PJL
HG03235 HG03235 0 1 -0.0096 0.0118 PJL
HG03237 HG03237 0 1 -0.0101 0.0138 PJL
HG03238 HG03238 0 1 -0.0096 0.0153 PJL
HG03240 HG03240 0 1 0.0352 -0.0055 GWD
HG03241 HG03241 0 1 0.0357 -0.0058 GWD
HG03246 HG03246 0 1 0.0346 -0.0047 GWD
HG03247 HG03247 0 1 0.0348 -0.0043 GWD
HG03258 HG03258 0 1 0.0347 -0.0050 GWD
HG03265 HG03265 0 1 0.0364 -0.0054 ESN
HG03267 HG03267 0 1 0.0360 -0.0060 ESN
HG03268 HG03268 0 1 0.0360 -0.0062 ESN
HG03270 HG03270 0 1 0.0364 -0.0062 ESN
HG03271 HG03271 0 1 0.0361 -0.0057 ESN
HG03279 HG03279 0 1 0.0357 -0.0055 ESN
HG03280 HG03280 0 1 0.0364 -0.0055 ESN
HG03291 HG03291 0 1 0.0358 -0.0058 ESN
HG03294 HG03294 0 1 0.0358 -0.0057 ESN
HG03295 HG03295 0 1 0.0357 -0.0054 ESN
HG03297 HG03297 0 1 0.0365 -0.0055 ESN
HG03298 HG03298 0 1 0.0359 -0.0056 ESN
HG03300 HG03300 0 1 0.0359 -0.0058 ESN
HG03301 HG03301 0 1 0.0365 -0.0056 ESN
HG03303 HG03303 0 1 0.0361 -0.0056 ESN
HG03304 HG03304 0 1 0.0355 -0.0052 ESN
HG03311 HG03311 0 1 0.0363 -0.0057 ESN
HG03313 HG03313 0 1 0.0358 -0.0056 ESN
HG03342 HG03342 0 1 0.0359 -0.0053 ESN
HG03343 HG03343 0 1 0.0360 -0.0055 ESN
HG03351 HG03351 0 1 0.0363 -0.0056 ESN
HG03354 HG03354 0 1 0.0362 -0.0057 ESN
HG03363 HG03363 0 1 0.0357 -0.0057 ESN
HG03367 HG03367 0 1 0.0363 -0.0054 ESN
HG03369 HG03369 0 1 0.0358 -0.0057 ESN
HG03370 HG03370 0 1 0.0362 -0.0058 ESN
HG03376 HG03376 0 1 0.0358 -0.0053 MSL
HG03378 HG03378 0 1 0.0357 -0.0058 MSL
HG03380 HG03380 0 1 0.0358 -0.0054 MSL
HG03382 HG03382 0 1 0.0354 -0.0057 MSL
HG03385 HG03385 0 1 0.0357 -0.0060 MSL
HG03388 HG03388 0 1 0.0356 -0.0055 MSL
HG03391 HG03391 0 1 0.0355 -0.0056 MSL
HG03394 HG03394 0 1 0.0361 -0.0056 MSL
HG03397 HG03397 0 1 0.0357 -0.0057 MSL
HG03401 HG03401 0 1 0.0358 -0.0056 MSL
HG03410 HG03410 0 1 0.0358 -0.0053 MSL
HG03419 HG03419 0 1 0.0356 -0.0053 MSL
HG03428 HG03428 0 1 0.0353 -0.0055 MSL
HG03432 HG03432 0 1 0.0357 -0.0058 MSL
HG03433 HG03433 0 1 0.0361 -0.0059 MSL
HG03436 HG03436 0 1 0.0359 -0.0056 MSL
HG03437 HG03437 0 1 0.0356 -0.0056 MSL
HG03439 HG03439 0 1 0.0358 -0.0062 MSL
HG03442 HG03442 0 1 0.0360 -0.0055 MSL
HG03445 HG03445 0 1 0.0356 -0.0053 MSL
HG03446 HG03446 0 1 0.0358 -0.0059 MSL
HG03449 HG03449 0 1 0.0361 -0.0051 MSL
HG03451 HG03451 0 1 0.0360 -0.0061 MSL
HG03452 HG03452 0 1 0.0356 -0.0054 MSL
HG03455 HG03455 0 1 0.0358 -0.0059 MSL
HG03458 HG03458 0 1 0.0359 -0.0057 MSL
HG03460 HG03460 0 1 0.0361 -0.0056 MSL
HG03461 HG03461 0 1 0.0358 -0.0057 MSL
HG03464 HG03464 0 1 0.0359 -0.0057 MSL
HG03469 HG03469 0 1 0.0362 -0.0052 MSL
HG03470 HG03470 0 1 0.0355 -0.0055 MSL
HG03472 HG03472 0 1 0.0358 -0.0055 MSL
HG03473 HG03473 0 1 0.0359 -0.0061 MSL
HG03476 HG03476 0 1 0.0359 -0.0049 MSL
HG03479 HG03479 0 1 0.0356 -0.0055 MSL
HG03485 HG03485 0 1 0.0359 -0.0054 MSL
HG03488 HG03488 0 1 -0.0100 0.0111 PJL
HG03491 HG03491 0 1 -0.0101 0.0079 PJL
HG03499 HG03499 0 1 0.0358 -0.0055 ESN
HG03511 HG03511 0 1 0.0359 -0.0049 ESN
HG03514 HG03514 0 1 0.0360 -0.0053 ESN
HG03515 HG03515 0 1 0.0362 -0.0052 ESN
HG03517 HG03517 0 1 0.0366 -0.0056 ESN
HG03518 HG03518 0 1 0.0359 -0.0061 ESN
HG03520 HG03520 0 1 0.0363 -0.0060 ESN
HG03521 HG03521 0 1 0.0357 -0.0057 ESN
HG03538 HG03538 0 1 0.0345 -0.0048 GWD
HG03539 HG03539 0 1 0.0332 -0.0036 GWD
HG03547 HG03547 0 1 0.0358 -0.0054 MSL
HG03548 HG03548 0 1 0.0360 -0.0055 MSL
HG03556 HG03556 0 1 0.0355 -0.0054 MSL
HG03557 HG03557 0 1 0.0358 -0.0058 MSL
HG03558 HG03558 0 1 0.0361 -0.0056 MSL
HG03559 HG03559 0 1 0.0357 -0.0055 MSL
HG03563 HG03563 0 1 0.0356 -0.0057 MSL
HG03565 HG03565 0 1 0.0354 -0.0056 MSL
HG03567 HG03567 0 1 0.0360 -0.0058 MSL
HG03571 HG03571 0 1 0.0359 -0.0053 MSL
HG03572 HG03572 0 1 0.0357 -0.0053 MSL
HG03575 HG03575 0 1 0.0359 -0.0056 MSL
HG03577 HG03577 0 1 0.0358 -0.0058 MSL
HG03578 HG03578 0 1 0.0358 -0.0054 MSL
HG03583 HG03583 0 1 0.0357 -0.0054 MSL
HG03585 HG03585 0 1 -0.0109 0.0023 BEB
HG03589 HG03589 0 1 -0.0109 0.0027 BEB
HG03593 HG03593 0 1 -0.0114 0.0027 BEB
HG03594 HG03594 0 1 -0.0111 0.0014 BEB
HG03595 HG03595 0 1 -0.0114 0.0026 BEB
HG03598 HG03598 0 1 -0.0111 0.0028 BEB
HG03600 HG03600 0 1 -0.0109 0.0037 BEB
HG03603 HG03603 0 1 -0.0112 0.0016 BEB
HG03604 HG03604 0 1 -0.0111 0.0029 BEB
HG03607 HG03607 0 1 -0.0112 0.0024 BEB
HG03611 HG03611 0 1 -0.0111 0.0018 BEB
HG03615 HG03615 0 1 -0.0111 0.0022 BEB
HG03616 HG03616 0 1 -0.0108 0.0029 BEB
HG03619 HG03619 0 1 -0.0100 0.0145 PJL
HG03624 HG03624 0 1 -0.0103 0.0143 PJL
HG03629 HG03629 0 1 -0.0103 0.0115 PJL
HG03631 HG03631 0 1 -0.0103 0.0105 PJL
HG03634 HG03634 0 1 -0.0100 0.0128 PJL
HG03636 HG03636 0 1 -0.0105 0.0113 PJL
HG03640 HG03640 0 1 -0.0105 0.0060 PJL
HG03642 HG03642 0 1 -0.0100 0.0042 STU
HG03643 HG03643 0 1 -0.0105 0.0060 STU
HG03644 HG03644 0 1 -0.0100 0.0049 STU
HG03645 HG03645 0 1 -0.0101 0.0055 STU
HG03646 HG03646 0 1 -0.0099 0.0058 STU
HG03649 HG03649 0 1 -0.0102 0.0097 PJL
HG03652 HG03652 0 1 -0.0103 0.0089 PJL
HG03653 HG03653 0 1 -0.0100 0.0095 PJL
HG03660 HG03660 0 1 -0.0111 0.0066 PJL
HG03663 HG03663 0 1 -0.0110 0.0056 PJL
HG03667 HG03667 0 1 -0.0105 0.0054 PJL
HG03668 HG03668 0 1 -0.0102 0.0091 PJL
HG03672 HG03672 0 1 -0.0102 0.0071 STU
HG03673 HG03673 0 1 -0.0102 0.0056 STU
HG03679 HG03679 0 1 -0.0099 0.0064 STU
HG03680 HG03680 0 1 -0.0108 0.0057 STU
HG03681 HG03681 0 1 -0.0102 0.0061 STU
HG03684 HG03684 0 1 -0.0103 0.0030 STU
HG03685 HG03685 0 1 -0.0101 0.0058 STU
HG03686 HG03686 0 1 -0.0105 0.0043 STU
HG03687 HG03687 0 1 -0.0102 0.0061 STU
HG03689 HG03689 0 1 -0.0109 0.0060 STU
HG03691 HG03691 0 1 -0.0100 0.0042 STU
HG03692 HG03692 0 1 -0.0104 0.0049 STU
HG03693 HG03693 0 1 -0.0104 0.0042 STU
HG03694 HG03694 0 1 -0.0105 0.0069 STU
HG03695 HG03695 0 1 -0.0104 0.0053 STU
HG03697 HG03697 0 1 -0.0104 0.0052 STU
HG03698 HG03698 0 1 -0.0101 0.0064 STU
HG03702 HG03702 0 1 -0.0106 0.0075 PJL
HG03703 HG03703 0 1 -0.0108 0.0080 PJL
HG03705 HG03705 0 1 -0.0109 0.0062 PJL
HG03706 HG03706 0 1 -0.0106 0.0081 PJL
HG03708 HG03708 0 1 -0.0110 0.0091 PJL
HG03709 HG03709 0 1 -0.0108 0.0074 PJL
HG03711 HG03711 0 1 -0.0101 0.0068 STU
HG03713 HG03713 0 1 -0.0099 0.0096 ITU
HG03714 HG03714 0 1 -0.0102 0.0094 ITU
HG03716 HG03716 0 1 -0.0102 0.0106 ITU
HG03717 HG03717 0 1 -0.0102 0.0053 ITU
HG03718 HG03718 0 1 -0.0103 0.0046 ITU
HG03720 HG03720 0 1 -0.0106 0.0049 ITU
HG03722 HG03722 0 1 -0.0099 0.0046 ITU
HG03727 HG03727 0 1 -0.0102 0.0071 ITU
HG03729 HG03729 0 1 -0.0105 0.0064 ITU
HG03730 HG03730 0 1 -0.0103 0.0032 ITU
HG03731 HG03731 0 1 -0.0103 0.0068 ITU
HG03733 HG03733 0 1 -0.0099 0.0063 STU
HG03736 HG03736 0 1 -0.0104 0.0060 STU
HG03738 HG03738 0 1 -0.0102 0.0069 STU
HG03741 HG03741 0 1 -0.0107 0.0049 STU
HG03742 HG03742 0 1 -0.0102 0.0056 ITU
HG03743 HG03743 0 1 -0.0102 0.0014 STU
HG03744 HG03744 0 1 -0.0104 0.0048 STU
HG03745 HG03745 0 1 -0.0100 0.0061 STU
HG03746 HG03746 0 1 -0.0103 0.0099 STU
HG03750 HG03750 0 1 -0.0099 0.0057 STU
HG03752 HG03752 0 1 -0.0098 0.0063 STU
HG03753 HG03753 0 1 -0.0098 0.0047 STU
HG03755 HG03755 0 1 -0.0100 0.0058 STU
HG03757 HG03757 0 1 -0.0105 0.0022 STU
HG03760 HG03760 0 1 -0.0100 0.0056 STU
HG03762 HG03762 0 1 -0.0100 0.0063 PJL
HG03765 HG03765 0 1 -0.0101 0.0112 PJL
HG03767 HG03767 0 1 -0.0100 0.0153 PJL
HG03770 HG03770 0 1 -0.0107 0.0027 ITU
HG03771 HG03771 0 1 -0.0103 0.0042 ITU
HG03772 HG03772 0 1 -0.0106 0.0048 ITU
HG03773 HG03773 0 1 -0.0109 0.0053 ITU
HG03774 HG03774 0 1 -0.0100 0.0074 ITU
HG03775 HG03775 0 1 -0.0097 0.0071 ITU
HG03777 HG03777 0 1 -0.0103 0.0070 ITU
HG03778 HG03778 0 1 -0.0105 0.0048 ITU
HG03779 HG03779 0 1 -0.0105 0.0057 ITU
HG03780 HG03780 0 1 -0.0104 0.0075 ITU
HG03781 HG03781 0 1 -0.0108 0.0055 ITU
HG03782 HG03782 0 1 -0.0097 0.0071 ITU
HG03784 HG03784 0 1 -0.0106 0.0055 ITU
HG03785 HG03785 0 1 -0.0104 0.0044 ITU
HG03786 HG03786 0 1 -0.0105 0.0058 ITU
HG03787 HG03787 0 1 -0.0104 0.0042 ITU
HG03788 HG03788 0 1 -0.0103 0.0073 ITU
HG03789 HG03789 0 1 -0.0107 0.0086 ITU
HG03790 HG03790 0 1 -0.0102 0.0077 ITU
HG03792 HG03792 0 1 -0.0103 0.0074 ITU
HG03793 HG03793 0 1 -0.0109 0.0035 BEB
HG03796 HG03796 0 1 -0.0115 -0.0012 BEB
HG03800 HG03800 0 1 -0.0111 -0.0014 BEB
HG03802 HG03802 0 1 -0.0112 0.0030 BEB
HG03803 HG03803 0 1 -0.0109 0.0028 BEB
HG03805 HG03805 0 1 -0.0105 0.0022 BEB
HG03808 HG03808 0 1 -0.0114 0.0014 BEB
HG03809 HG03809 0 1 -0.0112 0.0026 BEB
HG03812 HG03812 0 1 -0.0114 0.0017 BEB
HG03814 HG03814 0 1 -0.0118 0.0012 BEB
HG03815 HG03815 0 1 -0.0115 0.0017 BEB
HG03817 HG03817 0 1 -0.0114 0.0023 BEB
HG03821 HG03821 0 1 -0.0109 0.0026 BEB
HG03823 HG03823 0 1 -0.0116 0.0031 BEB
HG03824 HG03824 0 1 -0.0112 0.0009 BEB
HG03826 HG03826 0 1 -0.0111 0.0026 BEB
HG03829 HG03829 0 1 -0.0112 0.0016 BEB
HG03830 HG03830 0 1 -0.0112 0.0005 BEB
HG03832 HG03832 0 1 -0.0108 0.0012 BEB
HG03833 HG03833 0 1 -0.0114 0.0020 BEB
HG03836 HG03836 0 1 -0.0103 0.0065 STU
HG03838 HG03838 0 1 -0.0102 0.0047 STU
HG03844 HG03844 0 1 -0.0103 0.0050 STU
HG03846 HG03846 0 1 -0.0102 0.0041 STU
HG03848 HG03848 0 1 -0.0102 0.0060 STU
HG03849 HG03849 0 1 -0.0102 0.0051 STU
HG03850 HG03850 0 1 -0.0105 0.0063 STU
HG03851 HG03851 0 1 -0.0099 0.0061 STU
HG03854 HG03854 0 1 -0.0100 0.0059 STU
HG03856 HG03856 0 1 -0.0106 0.0012 STU
HG03857 HG03857 0 1 -0.0103 0.0052 STU
HG03861 HG03861 0 1 -0.0103 0.0053 ITU
